,Repository Information,,,Author Information,,,,,,,,,,,Literary Text Information,,,,Information about the Fiction,,,,,,
Baumbach_Rudolf_Aus_der_Jugendzeit_Der_Schwiegersohn.txt,46,105,gutenberg,Rudolf,Baumbach,Rudolf Baumbach,Paul Bach ,Rudolf Baumbach,Deutschland ,1840,1905,male,"geb. in Kranichfeld/Ilm, gest. in Meiningen; Vertreter der von den Naturalisten verspotteten ""Butzenscheibenlyrik"" (Wilpert 1976: 47)",118653857,Der Schwiegersohn,Baumbach_Rudolf_Aus_der_Jugendzeit_Der_Schwiegersohn.txt,1893,Novelle,ja,"Nähmaschinen, Napoleon",ja,Der Marktplatz von Hackelburg ,Deutschland,26868,23221
Baumbach_Rudolf_Aus_der_Jugendzeit_Die_Nonna.txt,47,106,gutenberg,Rudolf,Baumbach,Rudolf Baumbach,Paul Bach ,Rudolf Baumbach,Deutschland ,1840,1905,male,"geb. in Kranichfeld/Ilm, gest. in Meiningen; Vertreter der von den Naturalisten verspotteten ""Butzenscheibenlyrik"" (Wilpert 1976: 47)",118653857,Die Nonna,Baumbach_Rudolf_Aus_der_Jugendzeit_Die_Nonna.txt,1893,Novelle,ja,"die Gefangennahme Napoleons, Kaiser Barbarossa",ja,vom Marktplatz der Stadt Hackelburg,Deutschland ,10859,9468
Baumbach_Rudolf_Aus_der_Jugendzeit_Einbein.txt,48,107,gutenberg,Rudolf,Baumbach,Rudolf Baumbach,Paul Bach ,Rudolf Baumbach,Deutschland ,1840,1905,male,"geb. in Kranichfeld/Ilm, gest. in Meiningen; Vertreter der von den Naturalisten verspotteten ""Butzenscheibenlyrik"" (Wilpert 1976: 47)",118653857,Einbein,Baumbach_Rudolf_Aus_der_Jugendzeit_Einbein.txt,1893,Novelle,ja,Laxierpillen und Schnupftabak,ja,"von meiner tannenumrauschten Heimat im Norden,  in einem thüringischen Dorf",Deutschland ,3413,2948
Behrens_Bertha_Alte_Liebe_und_anderes_Alte_Liebe.txt,49,797,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Alte Liebe,Behrens_Bertha_Alte_Liebe_und_anderes_Alte_Liebe.txt,1904,Novelle,ja,Hauptbahnhofes,ja,In einer Villenstraße Dresdens,Deutschland ,6666,5701
Behrens_Bertha_Alte_Liebe_und_anderes_Grossmutters_Kathrin.txt,50,798,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Großmutters Kathrin,Behrens_Bertha_Alte_Liebe_und_anderes_Grossmutters_Kathrin.txt,1904,Novelle,ja,und lasen die Zeitung,ja,"nach Lenkwitz, Magdeburg",Deutschland ,12665,10927
Behrens_Bertha_Alte_Liebe_und_anderes_Hilgendorf.txt,51,799,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Hilgendorf,Behrens_Bertha_Alte_Liebe_und_anderes_Hilgendorf.txt,1904,Novelle,ja,Kaiserschloß,ja,"in Neustadt an der Solau, Hilgendorf, in Berlin",Deutschland ,12400,10695
Behrens_Bertha_Alte_Liebe_und_anderes_In_Erinnerung.txt,52,800,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,In Erinnerung,Behrens_Bertha_Alte_Liebe_und_anderes_In_Erinnerung.txt,1904,Novelle,ja,Bahnhof ,ja,"in Berlin, Potsdam, Waldburg",Deutschland ,15531,13468
Behrens_Bertha_Alte_Liebe_und_anderes_Korl_Lorensen.txt,53,801,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Korl Lorensen,Behrens_Bertha_Alte_Liebe_und_anderes_Korl_Lorensen.txt,1904,Novelle,ja,Bahnhof,ja,"aus Lenkwitz, in Holstein, Plattdeutsch",Deutschland ,13524,11521
Behrens_Bertha_Alte_Liebe_und_anderes_Maiblumen.txt,54,802,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Maiblumen,Behrens_Bertha_Alte_Liebe_und_anderes_Maiblumen.txt,1904,Novelle,ja,"Zwölftausend Taler, Fabrik, Fabrikbesitzer, Zigarette",ja,in Berlin ,Deutschland ,7025,6024
Behrens_Bertha_Alte_Liebe_und_anderes_Originale.txt,55,803,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Originale,Behrens_Bertha_Alte_Liebe_und_anderes_Originale.txt,1904,Novelle,ja,Im Jahre des Heils 1900,ja,"über den Rhein, Hamburg, Lauenburg, Deutsch, Prag, Bismarck",Deutschland,18028,15566
Behrens_Bertha_Aus_dem_Leben_meiner_alten_Freundin.txt,56,804,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Aus dem Leben meiner alten Freundin,Behrens_Bertha_Aus_dem_Leben_meiner_alten_Freundin.txt,1878,Roman,ja,"gest. den 20. November 1834,  er starb, eben dreißig Jahre nach den Daten auf dem Leichenstein",ja,Von dem wunderschönen Wien,Österreich,100193,85963
Behrens_Bertha_Lore_von_Tollen.txt,57,0,gartenlaube,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Lore von Tollen,Behrens_Bertha_Lore_von_Tollen.txt,1889,Roman,ja,"Cigarre, Bahnhof, Eisenbahnunglück, elektrischen, Petroleumqualm",ja,antwortete sie halb plattdeutsch,Deutschland ,104685,90238
Behrens_Bertha_Lumpenmuellers_Lieschen.txt,58,0,gartenlaube,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Lumpenmüllers Lieschen,Behrens_Bertha_Lumpenmuellers_Lieschen.txt,1878,Novelle,ja,die Kriegsjahre von Anno 1807 bis 1813 ,ja,einem alten deutschen Schlosse inmitten grüner Eichenwälder,Deutschland ,89024,76954
Behrens_Bertha_Trotzige_Herzen.txt,59,0,gartenlaube,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Trotzige Herzen,Behrens_Bertha_Trotzige_Herzen.txt,1897,Roman,ja,Cigarrenetui,ja,"Die kleine norddeutsche Residenz, Breitenfels",Deutschland ,116242,100113
Behrens_Bertha_Trudchens_Heirat.txt,60,805,gutenberg,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Trudchens Heirat,Behrens_Bertha_Trudchens_Heirat.txt,1895,Roman,ja,Kurierzug,ja,"ich habe für Norddeutschland immer große Sympathien, eine Rheinweinflasche nebst Gläsern",Deutschland,65034,55603
Behrens_Bertha_Unverstanden.txt,61,0,gartenlaube,Emilie Wilhelmine Bertha,Behrens,Emilie Wilhelmine Bertha Behrens,Wilhelmine Heimburg,Bertha Behrens,Deutschland ,1848,1912,female,"geb. in Thale, gest. in Niederlößnitz; Nachfolgerin der Marlitt in der Gartenlaube; Vater Schriftsteller Hugo Behrens; deutsche Schriftstellerin",104352787,Unverstanden,Behrens_Bertha_Unverstanden.txt,1880,Roman,ja,"Dampfmaschine, „Am Sonntage Exaudi, Anno D. 1726.",ja,"königlichen Universitätsklinik, In der Schloßkapelle von Mansdorf gab uns der Prediger zusammen ",Deutschland,14522,12508
Berend_Alice_Die_Braeutigame_der_Babette.txt,62,109,gutenberg,Alice,Berend,Alice Berend,-,Alice Berend,Deutschland ,1875,1938,female,"geb. in Berlin, gest. in Florenz; humoristische und realistische Romane; Kinderbücher",116125446,Die Bräutigame der Babette Bomberling,Berend_Alice_Die_Braeutigame_der_Babette.txt,1915,Roman,ja,daß sie schon im Jahre 1896 gegründet sei.,ja,Frau Bomberling hatte noch nie die Grenzen des deutschen Reiches überschritten,Deutschland,38922,33487
Berend_Alice_Die_Reise_des_Herrn.txt,63,110,gutenberg,Alice,Berend,Alice Berend,-,Alice Berend,Deutschland ,1875,1938,female,"geb. in Berlin, gest. in Florenz; humoristische und realistische Romane; Kinderbücher",116125446,Die Reise des Herrn Sebastian Wenzel,Berend_Alice_Die_Reise_des_Herrn.txt,1911,Roman,ja,preußische Staatsanleihe,ja,preußische Staatsanleihe,Deutschland,52032,45030
Berend_Alice_Frau_Hempels_Tochter.txt,64,111,gutenberg,Alice,Berend,Alice Berend,-,Alice Berend,Deutschland ,1875,1938,female,"geb. in Berlin, gest. in Florenz; humoristische und realistische Romane; Kinderbücher",116125446,Frau Hempels Tochter,Berend_Alice_Frau_Hempels_Tochter.txt,1912,Roman,ja,Straßenbahn; Autohupen,ja,schwarz-weiß-rote Fahne,Deutschland,55829,48599
Berend_Alice_Spreemann.txt,65,112,gutenberg,Alice,Berend,Alice Berend,-,Alice Berend,Deutschland ,1875,1938,female,"geb. in Berlin, gest. in Florenz; humoristische und realistische Romane; Kinderbücher",116125446,Spreemann und Co,Berend_Alice_Spreemann.txt,1916,Roman,ja,die Stränge der Eisenbahn,ja,"am Dönhoffplatz, Wiesbaden",Deutschland,83410,72036
Bernhard_Marie_Buen_Retiro.txt,66,0,gartenlaube,Marie,Bernhard,Marie Bernhard,Bernhard Frey,Marie Bernhard,Deutschland,1852,1937,female,geb. in Königsberg; deutsche Schriftstellerin. Sie schrieb auch unter dem Pseudonym Bernhard Frey.,116146273,Buen Retiro,Bernhard_Marie_Buen_Retiro.txt,1895,Erzählung,ja,Bahnhof,ja,in der Nähe einer deutschen Großstadt,Deutschland,41438,36040
Bernhard_Marie_Heimatluft.txt,67,0,gartenlaube,Marie,Bernhard,Marie Bernhard,Bernhard Frey,Marie Bernhard,Deutschland,1852,1937,female,geb. in Königsberg; deutsche Schriftstellerin. Sie schrieb auch unter dem Pseudonym Bernhard Frey.,116146273,Heimatluft,Bernhard_Marie_Heimatluft.txt,1900,Erzählung,ja,Bahnhof,ja,"Hamburg, Frankfurt am Main",Deutschland,21806,18907
Bernhard_Marie_Onkel_Zigeuner.txt,68,0,gartenlaube,Marie,Bernhard,Marie Bernhard,Bernhard Frey,Marie Bernhard,Deutschland,1852,1937,female,geb. in Königsberg; deutsche Schriftstellerin. Sie schrieb auch unter dem Pseudonym Bernhard Frey.,116146273,"""Onkel Zigeuner""",Bernhard_Marie_Onkel_Zigeuner.txt,1897,Novelle,ja,"Elektrischen, als sie endlich beim Sekt zusammensaßen",ja,"Kreisstadt, Seine praktischen Zwecke verfolgte Leo Gräfenberg gründlich in England und Amerika, studierte Land und Leute, las einschlägige Schriften,  und sehnte sich nach Deutschland, nach der heimischen Scholle,",Deutschland,12773,11110
Bernhard_Marie_Sonnenwende.txt,69,0,gartenlaube,Marie,Bernhard,Marie Bernhard,Bernhard Frey,Marie Bernhard,Deutschland,1852,1937,female,geb. in Königsberg; deutsche Schriftstellerin. Sie schrieb auch unter dem Pseudonym Bernhard Frey.,116146273,Sonnenwende,Bernhard_Marie_Sonnenwende.txt,1890,Roman,ja,Elektrischen,ja,"ich aber kenne nur unsern Rhein, den Harz und ein Ausschnittchen der Alpen",Deutschland,107509,93420
Bernstein_Aaron_Aus_vollem_Menschenherzen.txt,70,0,gartenlaube,Aaron David,Bernstein,Aaron David Bernstein,A. Rebenstein,Aaron Bernstein,Deutschland,1812,1884,male,"geb. in Danzig, gest. in Berlin; Mitbegründer des Reformjudentums in Berlin",119083787,Aus vollem Menschenherzen,Bernstein_Aaron_Aus_vollem_Menschenherzen.txt,1869,Novellette,ja,"Elektrischen, und wirklich erfuhr er sofort, daß er in seinem jungen Freunde einen neuen Collegen vor sich hatte, dem soeben in feierlicher Audienz die Professur der Physiologie zugesichert worden sei; ein Vertheidiger der Affenabkunft des Menschengeschlechts",ja,daß er dereinst auf Erden unter dem Namen Hegel erscheinen werde,Deutschland,10188,8855
Berthold_Theodor_Lustige_Gymnasialgeschichten_Auf_Schneeschuhen.txt,71,115,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Auf Schneeschuhen,Berthold_Theodor_Lustige_Gymnasialgeschichten_Auf_Schneeschuhen.txt,1885,Erzählung,ja,der Goetheschen Verse,ja,"in dem südlichen Teile Westfalens, dem gebirgigen Sauerlande, aus dem Gesellenhause",Deutschland,5113,4395
Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Hauptgewinn.txt,72,117,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Der Hauptgewinn,Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Hauptgewinn.txt,1885,Erzählung,ja,Um zwölf Uhr mittags wußte die ganze Quarta und die halbe Tertia ,ja,Hamburg,Deutschland,2993,2576
Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Karneval_von_Dudenrode.txt,73,118,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Der Karneval von Dudenrode,Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Karneval_von_Dudenrode.txt,1885,Erzählung,ja,der große Dichter Goethe ,ja,"in Dudenrode, mit meinem Onkel auf Helgoland",Deutschland,4852,4178
Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Schein_truegt.txt,74,119,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Der Schein trügt,Berthold_Theodor_Lustige_Gymnasialgeschichten_Der_Schein_truegt.txt,1885,Erzählung,ja,"Streichholzdosen, Scenen aus der französischen Revolution, Eisenbahnzug ",ja,wei unsrer größten deutschen Naturforscher,Deutschland ,6959,5991
Berthold_Theodor_Lustige_Gymnasialgeschichten_Des_armen_Friedel_Nikolaustag.txt,75,120,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Des armen Friedel Nikolaustag,Berthold_Theodor_Lustige_Gymnasialgeschichten_Des_armen_Friedel_Nikolaustag.txt,1885,Erzählung,ja,Kaiser,ja,zu Rheinstadt,Deutschland ,8573,7435
Berthold_Theodor_Lustige_Gymnasialgeschichten_Ein_Altertuemchen.txt,76,121,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Ein Altertümchen,Berthold_Theodor_Lustige_Gymnasialgeschichten_Ein_Altertuemchen.txt,1885,Erzählung,ja,Kaiser,ja,zu Hinterwinkel,Deutschland,8458,7291
Berthold_Theodor_Lustige_Gymnasialgeschichten_Erinnerungen_eines_Tierfreundes.txt,77,123,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Erinnerungen eines Tierfreundes,Berthold_Theodor_Lustige_Gymnasialgeschichten_Erinnerungen_eines_Tierfreundes.txt,1885,Erzählung,ja,Beethoven,ja,nach vielen Städten Deutschlands,Deutschland,15015,12998
Berthold_Theodor_Lustige_Gymnasialgeschichten_Harald_der_Lange.txt,78,125,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Harald der Lange,Berthold_Theodor_Lustige_Gymnasialgeschichten_Harald_der_Lange.txt,1885,Erzählung,ja,"Zugbrücke, Primaner",ja,"das Gymnasium zu Dingsda, Petersiliengasse",Deutschland,3575,3155
Berthold_Theodor_Lustige_Gymnasialgeschichten_Hochmut_kommt_vorm_Fall.txt,79,126,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Hochmut kommt vorm Fall,Berthold_Theodor_Lustige_Gymnasialgeschichten_Hochmut_kommt_vorm_Fall.txt,1885,Erzählung,ja,Unsre Sekunda machte im Sommer einen Klassenausflug,ja,"zu Dingsda, der in Berlin Baufach studieren wollte",Deutschland ,3809,3316
Berthold_Theodor_Lustige_Gymnasialgeschichten_Junge_Dueppelstuermer.txt,80,127,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Junge Düppelstürmer,Berthold_Theodor_Lustige_Gymnasialgeschichten_Junge_Dueppelstuermer.txt,1885,Erzählung,ja,Preußen,ja,Preußen,Deutschland ,4101,3521
Berthold_Theodor_Lustige_Gymnasialgeschichten_Meine_eigene_Stube.txt,81,129,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Meine eigene Stube,Berthold_Theodor_Lustige_Gymnasialgeschichten_Meine_eigene_Stube.txt,1885,Erzählung,ja,des deutschen Reichs ,ja,des deutschen Reichs,Deutschland ,5691,4918
Berthold_Theodor_Lustige_Gymnasialgeschichten_Pipin_der_Kleine.txt,82,130,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Pipin der Kleine,Berthold_Theodor_Lustige_Gymnasialgeschichten_Pipin_der_Kleine.txt,1885,Erzählung,ja,ostpreußische Menschenschlag,ja,"Hans von Schralenburg, von einem Tribut der Westfalen, Auf dem Gymnasium zu Rastenburg hatte es mehr so kleiner Knirpse gegeben, als ich war, denn der ostpreußische Menschenschlag ist im allgemeinen weniger stattlich, Kiel",Deutschland,4064,3562
Berthold_Theodor_Lustige_Gymnasialgeschichten_Schlaflos.txt,83,131,gutenberg,Theodor,Berthold,Theodor Berthold,"Theodor Gottfried Johann Berthold, Theodor Bleibtreu, Dorus von Bockelt, Theodor Carus ",Theodor Berthold,Deutschland ,1841,1909,male,"geb. in Münster, gest. in Bocholt; Erzählungen, feuilletonistische Skizzen und Erinnerungen",189405996,Schlaflos,Berthold_Theodor_Lustige_Gymnasialgeschichten_Schlaflos.txt,1885,Erzählung,ja,"Außerdem solltest du als Untertertianer wissen, daß der Auerochs in Deutschland ausgestorben ist; ",ja,"nach Tippelskirchen, aufs Land, Buxtehude",Deutschland,2883,2503
